name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,Unnamed: 0,sold_in_last_month,status_code,BSR_classificationRanks_rank,BSR_displayGroupRanks_rank
"T TOPLINE 180 W Electric Hand Mixer,Hand Blender , Egg Beater, Cake maker , Beater Cream Mix, Food Blender, Beater for Whi...",appliances,All Appliances,https://m.media-amazon.com/images/I/61iVmodCk5L._AC_UL320_.jpg,https://www.amazon.in/TOPLINE-Egg-Beater-Stainless-Attachments/dp/B08RDWBYCQ/ref=sr_1_553?qid=1679135620&s=appliances&sr=1-553,4.0,"1,386",₹598,"₹1,299",552.0,420,200.0,19,848
"Whirlpool 184 L 2 Star Direct-Cool Single Door Refrigerator (205 WDE CLS 2S SHERRY WINE-Z, Sherry Wine, Large Vegetable Bo...",appliances,All Appliances,https://m.media-amazon.com/images/I/41kol3jGfyL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Direct-Cool-Single-Refrigerator-Vegetable/dp/B0BSRW3N14/ref=sr_1_554?qid=1679135620&s=appliances&sr=1-554,3.5,2,"₹11,990","₹17,750",553.0,402,200.0,19,849
"Symphony Diet 3D 30i Portable Tower Air Cooler For Home with 3-Side Honeycomb Pads, Automatic Pop-Up Touchscreen, i-Pure T...",appliances,All Appliances,https://m.media-amazon.com/images/I/51Po1SCgSGL._AC_UL320_.jpg,https://www.amazon.in/Symphony-Diet-30i-Touchscreen-Purification/dp/B08378VSP6/ref=sr_1_555?qid=1679135620&s=appliances&sr=1-555,3.5,"1,983","₹9,590","₹9,999",554.0,380,200.0,19,850
"Royalkart 1 Lint Roller with Cover 60 Sheet & 3 Refills 60 Sheets Each for Pet Dog Hair Removal, Dust Free Clothes & Furni...",appliances,All Appliances,https://m.media-amazon.com/images/I/81NRpie3yHL._AC_UL320_.jpg,https://www.amazon.in/Royalkart-Refills-Removal-Furniture-Multicolor/dp/B07XZFL3Q6/ref=sr_1_561?qid=1679135620&s=appliances&sr=1-561,4.2,"1,839",₹445,₹999,560.0,431,200.0,19,856
"AGARO Classic Portable Yogurt Maker, 1.2L Capacity, Electric, Automatic, Grey and White, Medium (33603)",appliances,All Appliances,https://m.media-amazon.com/images/I/61B9OtVFdjL._AC_UL320_.jpg,https://www.amazon.in/AGARO-Portable-Capacity-Automatic-33603/dp/B09G2VTHQM/ref=sr_1_563?qid=1679135620&s=appliances&sr=1-563,4.2,657,₹587,"₹1,295",562.0,509,200.0,19,858
SBD Universal 1.5 Meter Top load/Semi Load Washing Machine Outlet Drain Waste Water Hose Flexible Hose Pipe (Pack Of 1),appliances,All Appliances,https://m.media-amazon.com/images/I/51+FXorK4KL._AC_UL320_.jpg,https://www.amazon.in/SBD-Universal-Washing-Machine-Flexible/dp/B07BS9LLY2/ref=sr_1_566?qid=1679135620&s=appliances&sr=1-566,4.0,"2,683",₹179,₹249,565.0,522,200.0,19,861
"PHILIPS HR1350/C Hand Blender, 250W (White)",appliances,All Appliances,https://m.media-amazon.com/images/I/51mT465ek2L._AC_UL320_.jpg,https://www.amazon.in/Philips-HR1350-250-Watt-Hand-Blender/dp/B009UORCGW/ref=sr_1_567?qid=1679135620&s=appliances&sr=1-567,4.0,"3,007","₹1,295","₹1,695",566.0,468,200.0,19,862
"Prestige Aluminium Omega Select Plus IB Non-Stick Omni Tawa, 25 cm, Multicolour, Medium",appliances,All Appliances,https://m.media-amazon.com/images/I/51uahNd5ySL._AC_UL320_.jpg,https://www.amazon.in/Prestige-Aluminium-Select-Non-Stick-Multicolour/dp/B095S8GGKB/ref=sr_1_568?qid=1679135620&s=appliances&sr=1-568,4.1,666,₹719,₹980,567.0,497,200.0,19,863
"CINEFX Powerful 4 inches Rechargeable Lithium-Ion Mini Fan with 2000 mAh Battery, 3 Speed Option and Table Dock Table Fan ...",appliances,All Appliances,https://m.media-amazon.com/images/I/512TEw30uNL._AC_UL320_.jpg,https://www.amazon.in/Cinefxs-Powerful-Rechargeable-Fan-Table/dp/B09RZXZ9PZ/ref=sr_1_571?qid=1679135620&s=appliances&sr=1-571,4.2,148,₹499,"₹1,299",570.0,517,200.0,19,866
"KENT Smart Multi Cooker Cum Kettle 1.2 Liter 800 Watts, Electric Cooker with Steamer & Boiler for Idlis, Instant Noodles, ...",appliances,All Appliances,https://m.media-amazon.com/images/I/610XNgcgfKL._AC_UL320_.jpg,https://www.amazon.in/KENT-Electric-Steamer-Vegetables-Stainless/dp/B0B5KZ3C53/ref=sr_1_572?qid=1679135620&s=appliances&sr=1-572,3.7,571,"₹1,551","₹2,900",571.0,345,200.0,19,867
"INALSA Air Fryer Digital 4.2L Nutri Fry - 1400W with Smart AirCrisp Technology|8-Preset Menu, Touch Control & Digital Disp...",appliances,All Appliances,https://m.media-amazon.com/images/I/61ocJM6XH0L._AC_UL320_.jpg,https://www.amazon.in/Inalsa-Digital-Fryer-Nutri-Fry/dp/B08N6P8G5K/ref=sr_1_574?qid=1679135620&s=appliances&sr=1-574,4.5,"3,382","₹6,378","₹10,995",573.0,443,200.0,19,869
Havells Swing 400mm Pedestal Fan (White),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31p+bB-uwNL._AC_UL320_.jpg,https://www.amazon.in/Havells-Swing-400mm-Pedestal-White/dp/B00B4BC5MU/ref=sr_1_580?qid=1679135621&s=appliances&sr=1-580,3.8,"4,162","₹2,990","₹3,425",579.0,347,200.0,19,875
KENT Gold Gravity Water Purifier (11014) | UF Technology Based | Non-Electric & Chemical Free | Counter Top | 20L Storage...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/714czFzy3sL._AC_UL320_.jpg,https://www.amazon.in/Gold-20-Litres-technology-Gravity-Purifier/dp/B0085KK9OY/ref=sr_1_581?qid=1679135621&s=appliances&sr=1-581,3.7,"6,174","₹2,799","₹3,200",580.0,417,200.0,19,876
IBELL CHROME10 5 Leaf Pedestal Fan with Timer. High Speed motor - Black,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61+Nk6j1ioL._AC_UL320_.jpg,https://www.amazon.in/iBELL-CHROME10-Pedestal-Power-Black/dp/B07N2LBXH5/ref=sr_1_588?qid=1679135621&s=appliances&sr=1-588,3.9,"5,739","₹2,529","₹4,150",587.0,409,200.0,19,883
Bajaj Waterproof 1500 Watts Immersion Rod Heater,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61JpP2yHrfL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Waterproof-Watts-Immersion-Heater/dp/B08MV82R99/ref=sr_1_589?qid=1679135621&s=appliances&sr=1-589,4.1,"3,693",₹632,"₹1,020",588.0,465,200.0,19,884
"KENT 16096 Classic Hot Air Fryer 4L 1300 W | 80% Less Oil | Instant Electric Air Fryer | Auto Cut Off | Fry, Grill, Roast,...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61QfWLiC6NL._AC_UL320_.jpg,https://www.amazon.in/KENT-1300W-Classic-Fryer-Black/dp/B09G75BMW4/ref=sr_1_591?qid=1679135621&s=appliances&sr=1-591,4.2,801,"₹3,999","₹8,000",590.0,408,200.0,19,886
KENT POWP-Sediment Filter 10'' Thread WCAP,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41ugz3c3G1L._AC_UL320_.jpg,https://www.amazon.in/KENT-POWP-Sediment-Filter-Thread-WCAP/dp/B09BL2KHQW/ref=sr_1_592?qid=1679135621&s=appliances&sr=1-592,4.1,535,₹240,₹260,591.0,487,200.0,19,887
"InstaCuppa Milk Frother for Coffee - Handheld Battery-Operated Electric Milk and Coffee Frother, Stainless Steel Whisk and...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81oQF8GZYlL._AC_UL320_.jpg,https://www.amazon.in/InstaCuppa-Handheld-Operated-Electric-Stainless/dp/B0763K5HLQ/ref=sr_1_593?qid=1679135621&s=appliances&sr=1-593,4.1,"4,537","₹1,099","₹1,499",592.0,448,200.0,19,888
"3M AC filters for converting split AC into air purifier [Dust, Pollen & Allergens, 4 sheets, 2 change indicators]",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71BKnMLjvkL._AC_UL320_.jpg,https://www.amazon.in/3M-converting-Purifier-Allergens-Indicators/dp/B082CYR4N7/ref=sr_1_595?qid=1679135621&s=appliances&sr=1-595,3.8,520,₹499,"₹1,200",594.0,337,200.0,19,890
"Bajaj MX 3 Neo Steam Iron, Blue & White, 440508",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51ZKtH4ObJL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Steam-Iron-White-440508/dp/B09P5JHR6Q/ref=sr_1_600?qid=1679135621&s=appliances&sr=1-600,3.6,176,"₹1,049","₹2,100",599.0,403,200.0,19,894
"Bosch 7 kg 5 Star Inverter Touch Control Fully Automatic Front Loading Washing Machine with In - built Heater (WAJ2416SIN,...",appliances,All Appliances,https://m.media-amazon.com/images/I/71A2wRV96mL._AC_UL320_.jpg,https://www.amazon.in/Bosch-Inverter-Control-Automatic-Loading/dp/B08SR372S7/ref=sr_1_601?qid=1679135623&s=appliances&sr=1-601,4.5,"2,480","₹31,990","₹48,590",600.0,481,200.0,19,895
"Aquaguard Ritz RO+UV e-Boiling+Taste Adjuster(MTDS)+Stainless Steel with Active Copper & Zinc water purifier,8 stages puri...",appliances,All Appliances,https://m.media-amazon.com/images/I/51b65GRDi2L._AC_UL320_.jpg,https://www.amazon.in/Aquaguard-Stainless-municipal-Eureka-Forbes/dp/B09YXKRP17/ref=sr_1_605?qid=1679135623&s=appliances&sr=1-605,4.1,502,"₹17,799","₹27,000",604.0,423,200.0,19,898
"Eureka Forbes Euroclean Paper Vacuum Cleaner Dust Bags for Excel, Ace, 300, Jet Models - Set of 10",appliances,All Appliances,https://m.media-amazon.com/images/I/91LGzkk8ZGL._AC_UL320_.jpg,https://www.amazon.in/Eureka-Forbes-Euroclean-Vacuum-Cleaner/dp/B07F6GXNPB/ref=sr_1_606?qid=1679135623&s=appliances&sr=1-606,4.3,"2,789",₹248,₹400,605.0,458,200.0,19,899
"Hisense 46 L 2 Star Direct-Cool Single Door Mini Refrigerator (RR46D4SSN, Silver, 2022 Model)",appliances,All Appliances,https://m.media-amazon.com/images/I/81ALlR0NIkL._AC_UL320_.jpg,https://www.amazon.in/Hisense-Direct-Cool-Single-Refrigerator-RR46D4SSN/dp/B0B3M1WCCP/ref=sr_1_608?qid=1679135623&s=appliances&sr=1-608,4.2,72,"₹7,990","₹10,990",607.0,440,200.0,19,901
"Lifelong 2-in1 Egg Boiler and Poacher 500-Watt (Transparent and Silver Grey), Boil 8 eggs, Poach 4 eggs, Easy to clean| 3 ...",appliances,All Appliances,https://m.media-amazon.com/images/I/61khd3BXU3L._AC_UL320_.jpg,https://www.amazon.in/Lifelong-Boiler-Poacher-500-Watt-Transparent/dp/B08S7V8YTN/ref=sr_1_609?qid=1679135623&s=appliances&sr=1-609,4.4,"2,081","₹1,299","₹3,500",608.0,453,200.0,19,902
"Panasonic SR-WA10 1.0 Liters Automatic Cooker, White",appliances,All Appliances,https://m.media-amazon.com/images/I/811VaRyZcNL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-SR-WA10-450-Watt-Automatic-without/dp/B00A7PK0Z8/ref=sr_1_611?qid=1679135623&s=appliances&sr=1-611,4.1,"3,643","₹1,740","₹2,495",610.0,401,200.0,19,904
"V-Guard VM 500 Voltage Stabilizer for Washing Machine, Microwave Oven, Treadmill (Grey)",appliances,All Appliances,https://m.media-amazon.com/images/I/71Nl5YnJycL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-VM-500-Stabilizer-Microwave/dp/B00G25IJ64/ref=sr_1_616?qid=1679135623&s=appliances&sr=1-616,4.2,"1,741","₹2,880","₹4,050",615.0,523,200.0,19,909
"Smart Shelter Heavy Duty Metal Adjustable Washing Machine Stand/Trolley with Wheels, Front & Top Load, Fridge, Dishwasher ...",appliances,All Appliances,https://m.media-amazon.com/images/I/41VwE5prwIL._AC_UL320_.jpg,https://www.amazon.in/Smart-Shelter-Adjustable-Refrigerator-Dishwasher/dp/B07C6NP16Q/ref=sr_1_618?qid=1679135623&s=appliances&sr=1-618,4.2,"1,965","₹1,449","₹2,699",617.0,501,200.0,19,911
"PANCA Stainless South Indian Filter Coffee Maker, 200 ml, 3-4 cups (Coffee Filter 200ml)",appliances,All Appliances,https://m.media-amazon.com/images/I/51GEckHw2QL._AC_UL320_.jpg,https://www.amazon.in/PANCA-Stainless-Indian-Filter-Coffee/dp/B09QHQNLFB/ref=sr_1_620?qid=1679135623&s=appliances&sr=1-620,4.1,228,₹275,₹999,619.0,447,200.0,19,913
"Lifelong 750 Watt Juicer Mixer Grinder, 4 Jars for Grinding, Mixing, and Juice at home, 1.5L Juicer with Fruit Filter (LLM...",appliances,All Appliances,https://m.media-amazon.com/images/I/71Yq6g2yEyL._AC_UL320_.jpg,https://www.amazon.in/Lifelong-Grinder-Grinding-LLMG75-Warranty/dp/B0BR42CNJT/ref=sr_1_624?qid=1679135623&s=appliances&sr=1-624,3.8,"1,933","₹2,299","₹3,699",623.0,330,200.0,19,916
"V-Guard iD4 Prima 2040 Inverter AC Voltage Stabilizer for up to 1.5 Ton, with Digital Display (Working Range: 160-280 VAC)...",appliances,All Appliances,https://m.media-amazon.com/images/I/71TXZ-lI2JL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-iD4-Prima-2040-Stabilizer/dp/B07BK5TNMG/ref=sr_1_625?qid=1679135625&s=appliances&sr=1-625,4.2,"2,511","₹3,141","₹4,700",624.0,489,200.0,19,917
Zoreo Mini Blender Fruit Mixer Machine Portable Electric Juicer grinder Cup 380ML Personal Blender Smoothie Maker USB Rech...,appliances,All Appliances,https://m.media-amazon.com/images/I/511habUU0fL._AC_UL320_.jpg,https://www.amazon.in/Zoreo-Mixer-Juicer-Rechargeable-Extractor/dp/B091Q1DT1Z/ref=sr_1_627?qid=1679135625&s=appliances&sr=1-627,2.9,156,₹549,"₹1,599",626.0,290,200.0,19,919
"LG 1.0 Ton 5 Star DUAL Inverter Wi-Fi Window AC (Copper, Convertible 4-in-1 cooling, PW-Q12WUZA, 2022 Model, HD Filter, Wh...",appliances,All Appliances,https://m.media-amazon.com/images/I/71WuTUFvmUL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-cooling-PW-Q12WUZA/dp/B09PZ33S3X/ref=sr_1_629?qid=1679135625&s=appliances&sr=1-629,4.2,"1,208","₹32,480","₹75,990",628.0,420,200.0,19,921
"Samsung 236 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT28C3032GS/HL, Gray Silver)",appliances,All Appliances,https://m.media-amazon.com/images/I/51qQpDECuVL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Frost-Free-Refrigerator-RT28C3032GS-HL/dp/B0BR3Z729L/ref=sr_1_630?qid=1679135625&s=appliances&sr=1-630,5.0,2,"₹22,890","₹30,990",629.0,556,200.0,19,922
"Whirlpool 7.5 Kg 5 Star Royal Plus Fully-Automatic Top Loading Washing Machine (WHITEMAGIC ROYAL PLUS 7.5, Grey, Hard Wate...",appliances,All Appliances,https://m.media-amazon.com/images/I/71pVSyDJD9L._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-7-5-Fully-Automatic-ROYAL-PLUS/dp/B082FJ9RS7/ref=sr_1_631?qid=1679135625&s=appliances&sr=1-631,4.2,"4,081","₹17,290","₹20,300",630.0,500,200.0,19,923
"Godrej 30 L Qube Personal Standard Single door Cooling Solution (TEC Qube 30L HS Q103, Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/41DCsatZklL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Qube-Personal-Cooling-Solution/dp/B07R3WXXH5/ref=sr_1_632?qid=1679135625&s=appliances&sr=1-632,3.9,"2,013","₹7,590","₹8,250",631.0,343,200.0,19,924
Absorbia Moisture Absorber | Absorbia Refill Pouch for Reusable Box - Pack of 3 (400g X 3 Pouches) | Absorbs 800ml Each | ...,appliances,All Appliances,https://m.media-amazon.com/images/I/61-pRU95yyL._AC_UL320_.jpg,https://www.amazon.in/Absorbia-Refill-Pouch-Pack-3/dp/B00MHQJ8KI/ref=sr_1_635?qid=1679135625&s=appliances&sr=1-635,4.3,980,₹360,₹387,634.0,492,200.0,19,926
"ActiveX Quanty Lite Ultra-Thin Digital Food Kitchen Scale for Cooking Baking, 5Kg Weight Multifunction Scale, Grams and Ou...",appliances,All Appliances,https://m.media-amazon.com/images/I/3183I23fy9L._AC_UL320_.jpg,https://www.amazon.in/ActiveX-EatSmart-Bluetooth-Kitchen-Mobile/dp/B096ZZDPWX/ref=sr_1_636?qid=1679135625&s=appliances&sr=1-636,4.0,49,₹499,"₹1,399",635.0,515,200.0,19,927
Proven® Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifier with Copper Charge Technology black...,appliances,All Appliances,https://m.media-amazon.com/images/I/51SEFFUkLRL._AC_UL320_.jpg,https://www.amazon.in/Proven%C2%AE-Copper-ADJUSTER-Purifier-Technology/dp/B0B7FJNSZR/ref=sr_1_637?qid=1679135625&s=appliances&sr=1-637,4.4,897,"₹5,395","₹19,990",636.0,514,200.0,19,928
"Prestige Svachh Aluminium 2+3+5 Litre Combo Outer Lid Cooker with Induction Base, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/8114ySmCRrL._AC_UL320_.jpg,https://www.amazon.in/Prestige-Svachh-Aluminium-Litre-cooker/dp/B08C5JQTY5/ref=sr_1_638?qid=1679135625&s=appliances&sr=1-638,4.0,"14,853","₹3,199","₹5,300",637.0,444,200.0,19,929
"Inalsa Spruce-1200W Vacuum Cleaner for Home with Blower Function and Reusable dust Bag (Red/Black), Standard",appliances,All Appliances,https://m.media-amazon.com/images/I/51-NgiUucAL._AC_UL320_.jpg,https://www.amazon.in/Inalsa-Spruce-1200-Watt-Vacuum-Cleaner/dp/B07C1C5BLV/ref=sr_1_639?qid=1679135625&s=appliances&sr=1-639,3.9,"11,614","₹3,093","₹5,095",638.0,340,200.0,19,930
IONIX Heavy metal Body Sealing Machine | | Made in India | 12 Inch (300 mm) | 1 Year Warranty | Full Customer Support | Be...,appliances,All Appliances,https://m.media-amazon.com/images/I/51iHy7ex8fL._AC_UL320_.jpg,https://www.amazon.in/IONIX-Body-12-Warranty-Customer/dp/B0BR58975T/ref=sr_1_643?qid=1679135625&s=appliances&sr=1-643,4.2,131,"₹1,283","₹20,999",642.0,479,200.0,19,933
"Philips Hi113 1000-Watt Plastic Body Ptfe Coating Dry Iron, Pack of 1",appliances,All Appliances,https://m.media-amazon.com/images/I/61S9tKYV1tL._AC_UL320_.jpg,https://www.amazon.in/Philips-HI113-1000-Watt-Plastic-Coating/dp/B009UORDX4/ref=sr_1_652?qid=1679135626&s=appliances&sr=1-652,4.3,"7,348","₹1,140","₹1,345",651.0,419,200.0,19,942
"IFB 30 L Convection Microwave Oven (30FRC2, Floral Pattern & Black, With Starter Kit)",appliances,All Appliances,https://m.media-amazon.com/images/I/717XfVZ0iOL._AC_UL320_.jpg,https://www.amazon.in/IFB-Convection-Microwave-30FRC2-Pattern/dp/B016XZP3DY/ref=sr_1_656?qid=1679135626&s=appliances&sr=1-656,4.4,"2,708","₹14,990","₹20,990",655.0,434,200.0,19,946
"Your's Shopekart Heavy Duty Refrigerator Stand Suitable for All Brand Single Door/Double Door Refrigerators, 150-292 L (Ma...",appliances,All Appliances,https://m.media-amazon.com/images/I/61GnK33J3DL._AC_UL320_.jpg,https://www.amazon.in/Yours-Shopekart-Liberty-Suitable-Refrigerators/dp/B07ZBKJTL2/ref=sr_1_660?qid=1679135626&s=appliances&sr=1-660,4.0,"1,822",₹499,₹899,659.0,524,200.0,19,950
Crompton Brio 1000-Watts Dry Iron with Weilburger Coating (Sky Blue and White),appliances,All Appliances,https://m.media-amazon.com/images/I/51WmzEXXaeL._AC_UL320_.jpg,https://www.amazon.in/Crompton-BRIO-1000-Years-Warranty/dp/B07YSJ7FF1/ref=sr_1_663?qid=1679135626&s=appliances&sr=1-663,4.0,"3,446",₹710,"₹1,100",662.0,468,200.0,19,953
ACTIVA 390 RPM 1200mm High Speed BEE Approved 5 Star Rated Apsra Ceiling Fan Brown-2 Years Warranty,appliances,All Appliances,https://m.media-amazon.com/images/I/31hXo964hqL._AC_UL320_.jpg,https://www.amazon.in/ACTIVA-Approved-Ceiling-Brown-2-Warranty/dp/B082RWVPSP/ref=sr_1_664?qid=1679135626&s=appliances&sr=1-664,4.0,"1,907","₹1,099","₹1,990",663.0,449,200.0,19,954
"LG 28 L Convection Microwave Oven (MC2846BG, Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/61kYXBUYxkL._AC_UL320_.jpg,https://www.amazon.in/LG-Convection-Microwave-MC2846BG-Starter/dp/B07MC84GZH/ref=sr_1_667?qid=1679135626&s=appliances&sr=1-667,4.4,"2,425","₹12,190","₹16,499",666.0,457,200.0,19,957
Preethi MGA-501 0.4-Litre Chutney Jar (Steel/Transparent),appliances,All Appliances,https://m.media-amazon.com/images/I/81GXFyBrNmL._AC_UL320_.jpg,https://www.amazon.in/Preethi-MGA-501-0-4-Litre-Chutney-Transparent/dp/B008DI7B6C/ref=sr_1_674?qid=1679135628&s=appliances&sr=1-674,4.2,"1,612",₹660,₹698,673.0,419,200.0,19,963
"AMERICAN MICRONIC- Imported Wet & Dry Vacuum Cleaner, 21 Litre Stainless Steel with Blower & HEPA filter, 1600 Watts 100% ...",appliances,All Appliances,https://m.media-amazon.com/images/I/61macycmDRL._AC_UL320_.jpg,https://www.amazon.in/American-Micronic-AMI-VCD21-1600WDx-Wet-1600Watts-21-litres-Stainless/dp/B072NCN9M4/ref=sr_1_675?qid=1679135628&s=appliances&sr=1-675,4.2,"3,297","₹8,886","₹11,850",674.0,490,200.0,19,964
Outontrip Classic Metallic Herb Crusher/ Grinder Large with Filter (Herb Grinder/ herb Crusher 52 mm),appliances,All Appliances,https://m.media-amazon.com/images/I/61vnAtJHonL._AC_UL320_.jpg,https://www.amazon.in/OutonTrip-Classic-Metallic-Crusher-Filter/dp/B01BEW5FQQ/ref=sr_1_677?qid=1679135628&s=appliances&sr=1-677,4.1,"2,113",₹239,₹699,676.0,462,200.0,19,966
"Ekavir 8"" Inches Hand sealing machine for Plastic pouch packing Table Top Heat Sealer (8 inch 200 mm))",appliances,All Appliances,https://m.media-amazon.com/images/I/81yqWhCvWEL._AC_UL320_.jpg,https://www.amazon.in/Ekavir-Sealer-Machine-Plastic-Packing/dp/B07KVDG1L1/ref=sr_1_679?qid=1679135628&s=appliances&sr=1-679,3.8,"1,879",₹930,"₹1,999",678.0,386,200.0,19,968
"Bajaj RCX 1.8 DLX Rice Cooker, 1.8L, White",appliances,All Appliances,https://m.media-amazon.com/images/I/71Rx6XUEpnL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-RCX-1-8-Litre-Rice-Cooker/dp/B00650QJ8G/ref=sr_1_684?qid=1679135628&s=appliances&sr=1-684,3.7,"6,298","₹1,979","₹3,275",683.0,428,200.0,19,972
"Whirlpool 7.5 Kg 5 Star Semi-Automatic Top Loading Washing Machine (ACE 7.5 SUPREME, Grey Dazzle)",appliances,All Appliances,https://m.media-amazon.com/images/I/41+sUhM2CVL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-7-5-Semi-Automatic-ACE-SUPREME/dp/B083G25P9L/ref=sr_1_687?qid=1679135628&s=appliances&sr=1-687,4.3,"4,675","₹11,490","₹14,400",686.0,511,200.0,19,975
"PrettyKrafts Folding Laundry Basket for Clothes with Lid & Handle, Toys Organizer, 35 Liters, Blue",appliances,All Appliances,https://m.media-amazon.com/images/I/61JbhjuB45L._AC_UL320_.jpg,https://www.amazon.in/PrettyKrafts-Folding-Laundry-Clothes-Organizer/dp/B08ML2MNZH/ref=sr_1_689?qid=1679135628&s=appliances&sr=1-689,3.5,857,₹269,₹499,688.0,397,200.0,19,977
"Onida 6.5 kg Top Load Washer Only (WS65WLPT1LR Liliput, Lava Red)",appliances,All Appliances,https://m.media-amazon.com/images/I/51XrJqjb0QL._AC_UL320_.jpg,https://www.amazon.in/Onida-Washer-Only-WS65WLPT1LR-Liliput/dp/B00ZOPZSSU/ref=sr_1_690?qid=1679135628&s=appliances&sr=1-690,4.2,"4,913","₹5,499","₹5,800",689.0,468,200.0,19,978
"Havells Hawk 1100 watt Heavy Weight Dry Iron With American Heritage Non Stick Sole Plate, Aerodynamic Design, Easy Grip Te...",appliances,All Appliances,https://m.media-amazon.com/images/I/61QVay01eaL._AC_UL320_.jpg,https://www.amazon.in/Havells-Hawk-1100-Watt-White/dp/B08V552CNC/ref=sr_1_691?qid=1679135628&s=appliances&sr=1-691,4.2,"2,195","₹1,129","₹1,715",690.0,449,200.0,19,979
